Date Recorded,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Longitude,Latitude
2021-02-03,2020,Canton,18 SPOONWOOD DRIVE,154640.0,245630.0,0.6295,Residential,Condo,-72.91777,41.8314
2021-04-26,2020,Glastonbury,1492 MAIN ST,347000.0,775000.0,0.4477,Residential,Single Family,,
2021-01-19,2020,Danbury,32 WOOSTER HEIGHTS,160900.0,290000.0,0.5548,Residential,Single Family,-73.46396,41.37871
2021-02-01,2020,Manchester,326 REDWOOD ROAD,150900.0,257000.0,0.5871,Residential,Single Family,-72.5566,41.74948
2020-11-20,2020,Bethel,20 COPPER SQUARE,289660.0,448000.0,0.6465,Residential,Condo,-73.38511,41.41743
2021-08-09,2020,East Hartford,22 DELMONT RD,135200.0,220000.0,0.6145,Residential,Single Family,-72.58594,41.78469
2021-03-31,2020,Bristol,17 KENNEY ST,113960.0,190000.0,0.5997,Residential,Single Family,-72.89849,41.67114
2021-05-17,2020,Groton,82 CROWN KNOLL CT S156,49350.0,118400.0,0.4168,Residential,Condo,,
2021-09-24,2020,Brookfield,17 HOMESTEAD LN,85720.0,170000.0,0.5042,Residential,Condo,-73.40216,41.44218
2021-02-18,2020,East Hartford,11 NORTHFIELD DR,134390.0,250000.0,0.5375,Residential,Single Family,-72.58421,41.75848
2021-03-18,2020,Danbury,22A VIRGINIA AV 3,106000.0,170000.0,0.6235,Residential,Condo,,
2021-06-30,2020,East Hartford,7 ARBUTUS ST,88890.0,160000.0,0.5555,Residential,Single Family,,
2021-03-22,2020,Greenwich,87 VALLEYWOOD ROAD,570220.0,2200000.0,0.2591,Residential,Single Family,-73.60238,41.04415
2020-12-15,2020,Greenwich,51 FOREST AVENUE UN63,462980.0,200000.0,2.3149,Residential,Condo,,
2021-01-11,2020,Darien,52 BLUEBERRY LANE,874230.0,1320950.0,0.6618,Residential,Single Family,-73.49177,41.09954
2020-12-29,2020,Enfield,20 LITCHFIELD DR,135970.0,299900.0,0.453384461,Residential,Single Family,-72.57876,41.9583
2020-11-09,2020,Greenwich,1 MILBANK AVENUE UN1B,679070.0,1015000.0,0.669,Residential,Condo,-73.62301,41.03427
2021-02-09,2020,Goshen,160 HAGEMAN SHEAN ROAD,353980.0,850000.0,0.4164,Residential,Single Family,,
2020-10-26,2020,Franklin,234 PLEASURE HILL RD,145270.0,175000.0,0.830114286,Residential,Single Family,-72.13605,41.64773
2020-11-24,2020,Canton,2 ORCHARD HILL ROAD,287870.0,435000.0,0.6617,Residential,Single Family,,
2021-02-03,2020,Danbury,19  MILL RD,263600.0,415000.0,0.635180723,Residential,Single Family,-73.53692,41.38822
2021-07-23,2020,Groton,3 WATER ST UNIT 304,0.0,600000.0,0.0,Residential,Condo,,
2021-07-12,2020,Avon,2 BRAMBLE BUSH,211790.0,375000.0,0.5647,Residential,Condo,-72.81444,41.80798
2021-07-06,2020,Litchfield,27 NEWTON RD,125600.0,310000.0,0.4051,Residential,Single Family,-73.10336,41.70098
2021-04-27,2020,Farmington,8 ESSEX CT,372800.0,535000.0,0.6968,Residential,Single Family,,
2021-05-24,2020,Danbury,81 COALPIT HILL RD H,100900.0,165000.0,0.6115,Residential,Condo,,
2021-07-14,2020,Enfield,30 LAURIE DR,101380.0,250000.0,0.4055,Residential,Single Family,-72.56535,42.02598
2021-06-01,2020,Hartford,56 EAST ST,57000.0,140000.0,0.4071,Residential,Single Family,-72.67917,41.77742
2021-09-01,2020,Branford,72 STANNARD AVE,203700.0,385000.0,0.529,Residential,Single Family,-72.82757,41.26773
2021-05-10,2020,Greenwich,100 STRICKLAND ROAD UN10,440370.0,785000.0,0.5609,Residential,Condo,-73.59776,41.03096
2020-12-23,2020,Groton,70 NOANK LEDYARD RD,112700.0,150500.0,0.748837209,Residential,Single Family,-71.9986,41.35395
2020-10-01,2020,Glastonbury,3039 MAIN ST,2011100.0,2300000.0,0.8743,Commercial,,,
2020-12-16,2020,Litchfield,NORTHFIELD RD,67700.0,117000.0,0.5786,Vacant Land,,,
2021-03-12,2020,East Haddam,136 DANIEL PECK RD,306410.0,525000.0,0.5836,Residential,Single Family,,
2021-03-23,2020,East Hartford,207 MAIN ST,94070.0,191000.0,0.492513089,Residential,Single Family,-72.63007,41.73757
2021-01-28,2020,Avon,88 NEW ROAD,198700.0,322000.0,0.617,Residential,Single Family,,
2021-06-08,2020,Hartford,820 PROSPECT AVE,211718.0,9000.0,23.5242,Residential,Single Family,-72.71566,41.77287
2021-04-05,2020,East Haddam,MAPLE AVE,2970.0,67000.0,0.0443,Vacant Land,,,
2021-06-03,2020,Bristol,27 VINCENT RD,101360.0,190000.0,0.5334,Residential,Single Family,,
2021-06-14,2020,Cheshire,15 MONARCH CT,125060.0,953159.0,0.1312,Residential,Single Family,,
2021-08-17,2020,East Haven,5 SHORT BEACH RD,82250.0,215000.0,0.38255814,Residential,Single Family,-72.85272,41.25928
2021-04-21,2020,Hartford,129 STANDISH ST,44975.0,80500.0,0.5586,Residential,Two Family,,
2021-04-14,2020,Bristol,279 REDSTONE HILL RD UN 37B,40110.0,76000.0,0.5277,Residential,Condo,,
2021-06-01,2020,East Haven,92 COE AVE,129370.0,235000.0,0.5505,Residential,Single Family,,
2021-08-05,2020,Franklin,ROUTE 32,96450.0,125000.0,0.7716,Vacant Land,,,
2020-11-09,2020,Litchfield,1219 BANTAM RD,154010.0,299000.0,0.515,Residential,Single Family,-73.25438,41.72097
2020-10-27,2020,Chester,226-6 MIDDLESEX AVE,282450.0,537000.0,0.5259,Residential,Single Family,-72.44706,41.42352
2021-07-16,2020,Greenwich,33R ORCHARD STREET,577080.0,2199000.0,0.262428377,Residential,Single Family,,
2021-03-19,2020,Groton,130 OCEAN VIEW AVE,185500.0,320000.0,0.5796875,Residential,Single Family,,
2020-10-29,2020,Colchester,160 SHADBUSH DR,223900.0,392000.0,0.5711,Residential,Single Family,,
2021-05-11,2020,Avon,172 ARCH ROAD,196460.0,355000.0,0.5534,Residential,Single Family,,
2021-05-28,2020,Bristol,52 IRVING ST UN 2,29330.0,63500.0,0.4618,Residential,Condo,,
2021-06-17,2020,Essex,27 NORTH MAIN ST #4,156300.0,256500.0,0.6093,Residential,Condo,,
2021-04-20,2020,Danbury,5 CENTENNIAL DR,276200.0,565000.0,0.4888,Residential,Single Family,,
2021-08-25,2020,Bethany,165 FAIRWOOD RD,179630.0,230000.0,0.781,Residential,Single Family,-73.00521,41.43507
2021-07-07,2020,Danbury,7 PRINCE ST,201900.0,356000.0,0.5671,Residential,Two Family,-73.46504,41.40115
2021-08-03,2020,Manchester,224 WALEK FARMS ROAD,173100.0,405000.0,0.4274,Residential,Single Family,-72.53044,41.75437
2020-11-09,2020,Guilford,1443 LITTLE MEADOW RD,362580.0,650000.0,0.5578,Residential,Single Family,,
2020-12-22,2020,Hampton,87 SO BROOK RD,171270.0,350000.0,0.4893,Residential,Single Family,-72.08202,41.70372
2021-09-09,2020,Colebrook,71 BEECH HILL ROAD,161700.0,20000.0,8.085,Residential,Single Family,,
2021-09-02,2020,Canaan,101 RT 126,189400.0,410000.0,0.4619,Residential,Single Family,-73.3446,41.95223
2021-08-23,2020,Danbury,143 BRENTWOOD CI,18200.0,496325.0,0.0366,Residential,Condo,-72.47402,41.70162
2020-10-13,2020,East Granby,27 OLD COUNTY HIGHWAY,152700.0,262000.0,0.5828,Residential,Single Family,-72.74034,41.91363
2020-11-24,2020,Beacon Falls,13 THIRD STREET,15510.0,13000.0,1.193,Residential,Single Family,,
2021-06-02,2020,Groton,68-6 BUDDINGTON RD,42630.0,98000.0,0.435,Residential,Condo,-72.04618,41.36378
2021-05-24,2020,East Hartford,74 EVANS AVE,87400.0,170000.0,0.5141,Residential,Single Family,,
2021-06-23,2020,Guilford,203 NORTONTOWN RD,253440.0,475000.0,0.5335,Residential,Single Family,,
2021-09-29,2020,East Haven,256 TYLER ST,127760.0,210000.0,0.6083,Residential,Single Family,,
2021-05-18,2020,Cheshire,23 WOODRIDGE CT,77040.0,135000.0,0.5706,Residential,Condo,,
2021-08-03,2020,Danbury,166 OLD BROOKFIELD RD 24A6,79900.0,197000.0,0.4055,Residential,Condo,,
2021-03-22,2020,Bethel,150 PUTNAM PARK ROAD 44/47A/19,231360.0,395000.0,0.585721519,Residential,Single Family,-73.38161,41.34421
2021-01-12,2020,Harwinton,114 MEADOWVIEW DR,310070.0,537100.0,0.5773,Residential,Single Family,-73.0205,41.79319
2021-06-18,2020,East Haven,52 SECOND AVE,187830.0,378000.0,0.4969,Residential,Two Family,-72.86721,41.24717
2021-09-08,2020,Greenwich,720000,536200.0,720000.0,0.7447,Residential,Condo,,
2021-05-07,2020,Brookfield,1087 FEDERAL RD UNIT 1 & 2,157150.0,620000.0,0.253467742,Industrial,,-73.41748,41.50045
2020-12-22,2020,Eastford,163 UNION RD,150530.0,230000.0,0.6544,Residential,Single Family,,
2021-08-12,2020,Greenwich,4 OLD CAMP LANE,1497090.0,4000000.0,0.3742,Residential,Single Family,,
2021-03-16,2020,Bethel,7 ANDREWS STREET,241780.0,428000.0,0.5649,Residential,Two Family,,
2020-11-20,2020,East Haven,69 PONDVIEW TERR,178290.0,305000.0,0.5845,Residential,Single Family,-72.87296,41.29348
2021-06-21,2020,Bristol,26 MARTIN RD,94010.0,140000.0,0.6715,Residential,Single Family,-72.97684,41.67985
2021-07-02,2020,Essex,32 RIVER ROAD DR,615700.0,1462500.0,0.420991453,Residential,Single Family,,
2021-07-27,2020,Bristol,129 LUFKIN LN,193550.0,405900.0,0.4768,Residential,Single Family,,
2021-07-06,2020,East Windsor,NORTH RD,1950.0,50000.0,0.039,Vacant Land,,,
2021-02-02,2020,Cheshire,105 WINTHROP DR,168490.0,239000.0,0.7049,Residential,Single Family,,
2002-04-10,2001,Kent,80 N MAIN ST B3A1,73400.0,140000.0,0.524285714,,,,
2021-02-02,2020,Ansonia,37 WOODBRIDGE AVE,110400.0,333000.0,0.331531532,Residential,Two Family,,
2021-06-03,2020,Cromwell,10 CHELSEA DRIVE,185430.0,330000.0,0.5619,Residential,Single Family,,
2021-04-13,2020,Glastonbury,279 ADDISON RD,166800.0,280000.0,0.5957,Residential,Single Family,-72.58114,41.72535
2021-08-10,2020,Farmington,32 CENTERBROOK DRIVE,365260.0,702000.0,0.5203,Residential,Single Family,-72.87059,41.71271
2020-11-06,2020,Coventry,777 DUNN RD,147700.0,227000.0,0.6506,Residential,Single Family,,
2020-11-02,2020,Enfield,6 YALE DR,145870.0,257500.0,0.5664,Residential,Single Family,,
2021-07-22,2020,Groton,8 MERYL CT,79240.0,140000.0,0.566,Residential,Condo,,
2021-08-30,2020,Manchester,27A THOMPSON ROAD,44600.0,65000.0,0.6861,Residential,Condo,-72.54514,41.77311
2021-09-23,2020,East Haven,37 PINE VIEW DR,168930.0,247000.0,0.6839,Residential,Single Family,-72.82623,41.32074
2021-02-16,2020,Manchester,503 BUSH HILL ROAD,163000.0,235000.0,0.6936,Residential,Single Family,-72.54782,41.74044
2021-08-02,2020,Berlin,LOT 10 SPICEWOOD LANE,88100.0,135000.0,0.6525,Vacant Land,,,
2021-07-12,2020,East Hartford,265 PRESTIGE PARK RD,1124080.0,3328456.0,0.3377,Commercial,,,
2021-05-28,2020,East Haven,204 GOLF DRIVE,114940.0,188888.0,0.6085,Residential,Condo,,
2021-03-30,2020,Manchester,69 GREEN MANOR ROAD,115600.0,220000.0,0.5254,Residential,Single Family,-72.50165,41.78936
2021-06-14,2020,Greenwich,8 NORIAS ROAD,710640.0,1347000.0,0.5275,Residential,Single Family,,
2021-04-20,2020,Madison,34 HORSEPOND RD,225600.0,440000.0,0.5127,Residential,Single Family,,
2020-10-20,2020,Bethel,8 BROOKWOOD DRIVE,155680.0,305200.0,0.51,Residential,Single Family,-73.40019,41.37792
2021-08-10,2020,Greenwich,64 BENJAMIN STREET,1006180.0,1820000.0,0.5528,Residential,Single Family,-73.56107,41.02489
2020-10-16,2020,Farmington,47 FLORENCE WAY,217710.0,342500.0,0.635649635,Residential,Condo,-72.88598,41.70048
2021-07-01,2020,Darien,8 TYLER DRIVE,796390.0,1098000.0,0.7253,Residential,Single Family,,
2021-03-30,2020,Farmington,30 CHILTERN ST,309720.0,510000.0,0.6072,Residential,Single Family,-72.83211,41.75374
2021-06-01,2020,Cornwall,SHARON GOSHEN TPKE,449120.0,330000.0,1.3609,Vacant Land,,,
2021-08-05,2020,Griswold,72-74 NORTH MAIN ST,359520.0,475000.0,0.7568,Commercial,,-73.41949,41.1009
2021-08-17,2020,Killingly,72 W PALMER ST,150640.0,272000.0,0.553823529,Residential,Single Family,,
2021-06-28,2020,Hebron,3 GILBERT LANE,67212.0,354073.0,0.1898,Residential,Condo,,
2021-08-18,2020,East Hartford,71 MAIN ST,112360.0,242000.0,0.4642,Residential,Single Family,-72.621,41.73054
2021-08-30,2020,Greenwich,183 CAT ROCK ROAD,1048040.0,148000.0,7.081351351,Vacant Land,,,
2021-08-05,2020,Berlin,17 DAYL DR,180600.0,290000.0,0.6227,Residential,Single Family,,
2021-05-17,2020,Greenwich,37 MEYER PLACE,1047410.0,1480000.0,0.7077,Residential,Single Family,,
2020-12-11,2020,Groton,119 WARNER ST,126840.0,215000.0,0.5899,Residential,Single Family,-72.06943,41.34099
2021-02-16,2020,Granby,92 MOUNTAIN RD,163870.0,300000.0,0.5462,Residential,Single Family,,
2021-05-04,2020,Bristol,77 DAISY CIRCLE,150010.0,290000.0,0.5172,Residential,Single Family,-72.88941,41.65977
2020-10-20,2020,Cromwell,207 WEST ST,726000.0,4246000.0,0.1709,Commercial,,-72.67723,41.60319
2021-03-09,2020,Hartford,366 BELLEVUE ST,24325.0,80100.0,0.303682896,Residential,Three Family,-72.67248,41.78576
2021-05-21,2020,Enfield,104 BREWSTER RD,117380.0,245000.0,0.4791,Residential,Single Family,,
2020-10-21,2020,East Haven,125 ESTELLE RD,101430.0,7108.0,14.2698,Residential,Single Family,,
2021-08-25,2020,Barkhamsted,34 DEER RUN RD,171110.0,317590.0,0.5387,Residential,Single Family,-72.92008,41.96254
2021-03-11,2020,Branford,19 BEACH PL,190700.0,90000.0,2.1188,Residential,Single Family,,
2001-10-29,2001,Bridgeport,176 MORNINGSIDE DR,71050.0,150000.0,0.473666667,,,,
2021-05-19,2020,Greenwich,14 PATRICIA LANE,1182580.0,2200000.0,0.5375,Residential,Single Family,,
2021-06-02,2020,Farmington,8-F LYLE CT,123770.0,231000.0,0.5358,Residential,Condo,,
2021-09-14,2020,Danbury,57 NORTH ST 115,75700.0,135000.0,0.5607,Commercial,,,
2021-07-19,2020,Greenwich,53 ROUND HILL ROAD,4489100.0,5925000.0,0.7576,Residential,Single Family,,
2021-06-28,2020,Danbury,99 STARRS PLAIN RD,354400.0,689000.0,0.5143,Residential,Single Family,,
2021-06-11,2020,Glastonbury,18 MARILYN DR,267100.0,501000.0,0.5331,Residential,Single Family,-72.57613,41.67477
2021-01-12,2020,Griswold,148 MATHEWSON SR UNIT 112,94360.0,143000.0,0.6598,Residential,Condo,,
2021-08-17,2020,Greenwich,7 SHELTER DRIVE,1490720.0,2025000.0,0.7361,Residential,Single Family,,
2021-07-30,2020,Enfield,C SMYTH FARM CORNERS,20540.0,36400.0,0.5642,Commercial,,,
2021-07-12,2020,East Haven,187 EDDON DR,173420.0,320000.0,0.5419,Residential,Single Family,-72.85251,41.31159
2020-11-20,2020,Berlin,176 ALLING STREET,154900.0,231000.0,0.6705,Residential,Single Family,,
2020-10-05,2020,Ashford,404 TURNPIKE RD,177100.0,350000.0,0.506,Residential,Single Family,-72.20941,41.91731
2021-07-06,2020,Killingly,23 ORLEANS AVE,108920.0,252000.0,0.4322,Residential,Single Family,-71.84546,41.81051
2021-01-08,2020,Bristol,42 BETHEL ST,81410.0,196000.0,0.4153,Residential,Two Family,-72.95678,41.66761
2021-05-03,2020,Manchester,95 SCHOOL STREET,104300.0,200000.0,0.5215,Residential,Single Family,,
2020-10-22,2020,Ansonia,110 BEAVER ST,117300.0,332500.0,0.3527,Residential,Three Family,,
2021-05-26,2020,Manchester,106 COLEMAN ROAD,104000.0,235000.0,0.4425,Residential,Single Family,,
2021-08-30,2020,Groton,12 CHELSEA WAY,170240.0,330000.0,0.5158,Residential,Single Family,-71.99844,41.35569
2021-08-13,2020,Cheshire,56 MACKENZIE WILLOW TERR,0.0,624382.0,0.0,Residential,Condo,-72.91398,41.50421
2020-11-04,2020,Darien,97 GARDINER STREET,652050.0,1250000.0,0.5216,Residential,Single Family,,
2020-10-05,2020,Bethel,62 KINGSWOOD DRIVE,173530.0,320000.0,0.5422,Residential,Condo,,
2020-11-30,2020,Kent,KENMONT RD,113800.0,75000.0,1.5173,Vacant Land,,,
2021-06-16,2020,Lisbon,19 RIVER RD,93690.0,170000.0,0.5511,Residential,Single Family,,
2020-12-08,2020,Bethel,8 BARNUM COURT UNIT 8,194040.0,319500.0,0.6073,Residential,Condo,-73.41143,41.37182
2021-05-28,2020,Madison,37 DUDLEY LN,335700.0,565000.0,0.594159292,Apartments,,,
2021-04-28,2020,Greenwich,1525 EAST PUTNAM AVENUE UN409,183820.0,290000.0,0.6338,Residential,Condo,-73.56712,41.04805
2020-11-16,2020,Bethany,93 BEACON RD,256060.0,450444.0,0.5684,Residential,Single Family,,
2021-06-22,2020,Farmington,16 CEDAR LA,198080.0,435000.0,0.4553,Residential,Single Family,-72.87366,41.76017
2021-06-22,2020,Hartford,119 ADAMS ST,60675.0,170000.0,0.3569,Residential,Single Family,,
2021-07-14,2020,Hartford,118 ENFIELD ST,66555.0,150000.0,0.4437,Residential,Three Family,-72.68443,41.78457
2020-10-15,2020,Branford,383 EAST MAIN ST,718500.0,150000.0,4.79,Vacant Land,,,
2020-11-02,2020,Greenwich,2 OLD CHURCH ROAD UN3,1471680.0,2000000.0,0.7358,Residential,Condo,-73.61722,41.03698
2021-06-16,2020,East Haven,73 BURR ST,124130.0,300000.0,0.413766667,Residential,Two Family,,
2021-06-09,2020,Beacon Falls,193 CONCORD COURT,74340.0,165000.0,0.4505,Residential,Condo,-73.03645,41.46365
2020-11-16,2020,East Haddam,163 LEESVILLE RD,287090.0,360000.0,0.7974,Residential,Two Family,-72.48085,41.51121
2021-05-24,2020,East Granby,28 BRIGHTON DRIVE,309200.0,316000.0,0.9784,Residential,Single Family,-72.75449,41.94091
2021-06-30,2020,Groton,12 PEARL ST (NOANK),247520.0,405000.0,0.611160494,Residential,Single Family,-71.98797,41.32525
2020-11-23,2020,Goshen,176 SCHOOL HILL ROAD,72300.0,130000.0,0.5561,Vacant Land,,,
2020-12-16,2020,Brookfield,7 LAKEVIEW RD,358810.0,460000.0,0.78,Residential,Single Family,-73.43083,41.47041
2021-06-10,2020,Bethel,91 PLUMTREES ROAD,341810.0,655000.0,0.5218,Residential,Single Family,,
2021-08-05,2020,Danbury,27 GREAT PLAIN RD,186800.0,375000.0,0.4981,Residential,Single Family,,
2021-04-19,2020,Derby,6 HAWTHORNE PL,77980.0,153000.0,0.5096,Residential,Condo,-73.09246,41.32393
2021-09-27,2020,Bristol,6 LEE ST,238350.0,445000.0,0.5356,Residential,Single Family,-72.92926,41.6762
2020-11-10,2020,East Windsor,3 KINGS CRT,208510.0,345000.0,0.6043,Residential,Single Family,-72.5598,41.89579
2021-08-18,2020,Branford,15A HARBOUR VILLAGE,154100.0,330000.0,0.4669,Residential,Condo,,
2021-02-03,2020,Greenwich,28 TOMAC AVENUE,1772890.0,2370000.0,0.748,Residential,Single Family,-73.5594,41.02726
2021-06-24,2020,Canton,31 GARRETT ROAD,543440.0,985000.0,0.5517,Residential,Single Family,-72.89587,41.85136
2021-06-10,2020,Bristol,32 DWIGHT ST,102270.0,245000.0,0.4174,Residential,Two Family,-72.94367,41.68553
2021-06-28,2020,Groton,208 & 214 ROUTE 12,702380.0,900000.0,0.7804,Commercial,,,
2021-01-07,2020,Coventry,74 LAKEVIEW DR,142800.0,245000.0,0.5828,Residential,Single Family,,
2021-08-30,2020,Danbury,59 KING ST,151000.0,371776.0,0.4061,Residential,Single Family,-73.51685,41.43437
2021-03-24,2020,Manchester,88 HOLLISTER STREET,108700.0,180000.0,0.6038,Residential,Single Family,,
2021-07-26,2020,Enfield,14 GROVE ST,87610.0,237500.0,0.368884211,Residential,Single Family,-72.5334,41.98967
2021-05-24,2020,East Haven,155 MORGAN AVE,226930.0,290000.0,0.7825,Residential,Single Family,-72.89438,41.24375
2021-03-22,2020,Farmington,84 YORKSHIRE COURT,148700.0,567069.0,0.262225585,Residential,Condo,,
2021-05-06,2020,Lebanon,330 CLUBHOUSE RD,182010.0,370000.0,0.4919,Residential,Single Family,,
2021-02-18,2020,Killingly,16 BARTLETT MEADOW DR,133280.0,260000.0,0.5126,Residential,Single Family,-71.81782,41.8505
2021-08-18,2020,Darien,1 DOGWOOD LANE,781900.0,1375000.0,0.5686,Residential,Single Family,-73.46152,41.0715
2021-06-29,2020,Enfield,12 KELLY DR,203470.0,360000.0,0.5651,Residential,Single Family,,
2021-06-28,2020,Killingworth,621 ROUTE 148,211100.0,175000.0,1.2062,Residential,Single Family,,
2020-12-29,2020,Brookfield,70 LONG MEADOW HILL RD,184960.0,355000.0,0.521,Residential,Single Family,,
2021-03-11,2020,Canton,18 HILLTOP DRIVE,229430.0,350000.0,0.6555,Residential,Single Family,-72.88783,41.86096
2021-05-19,2020,Kent,GORHAM RD,11800.0,395000.0,0.0298,Vacant Land,,,
2020-10-07,2020,Manchester,150 CROFT DRIVE,123200.0,224000.0,0.55,Residential,Single Family,-72.56804,41.80367
2021-01-11,2020,Bethany,17 PERKINS RD,205940.0,325000.0,0.6336,Residential,Single Family,,
2021-03-18,2020,Branford,16 PROSPECT ST,177100.0,278000.0,0.637,Residential,Single Family,,
2020-12-08,2020,Greenwich,20 SCOTT ROAD,787290.0,1349000.0,0.5836,Residential,Single Family,,
2021-04-12,2020,Manchester,28 MIDDLE TURNPIKE EAST,96600.0,168000.0,0.575,Residential,Single Family,,
2020-10-20,2020,Essex,48 SAYBROOK RD,213400.0,500000.0,0.4268,Residential,Single Family,,
2021-06-01,2020,Farmington,12 SOUTH RIDGE RD,360310.0,540000.0,0.6672,Residential,Single Family,,
2021-01-05,2020,East Hartford,48 CANTERBURY ST,76440.0,122500.0,0.624,Residential,Single Family,-72.61564,41.73582
2020-12-09,2020,Manchester,127 GREEN MANOR ROAD,108400.0,215000.0,0.5041,Residential,Single Family,,
2021-07-19,2020,East Hartford,176 OAK ST,94740.0,230000.0,0.4119,Residential,Single Family,-72.57849,41.75957
2021-06-30,2020,Killingly,3056 DAVID AVE,161910.0,200000.0,0.8095,Residential,Single Family,-71.84813,41.80308
2020-11-09,2020,Killingly,25 BEATRICE AVE,105000.0,210000.0,0.5,Residential,Single Family,,
2021-05-17,2020,Danbury,14 BOULDER RIDGE W,124900.0,255000.0,0.4898,Residential,Single Family,-73.45054,41.44258
2020-12-03,2020,Ansonia,81 HODGE AVE,113400.0,299000.0,0.3792,Residential,Two Family,-73.07288,41.33606
2020-11-05,2020,Avon,96 FOX DEN ROAD,254480.0,435000.0,0.585,Residential,Single Family,,
2021-02-25,2020,Cromwell,15 NORTH RIDGE DRIVE,258370.0,450000.0,0.5741,Residential,Single Family,,
2021-08-02,2020,Harwinton,61 BULL RD,156590.0,315000.0,0.4971,Residential,Single Family,,
2021-05-10,2020,Ansonia,34 WOODBRIDGE AVE,100300.0,85000.0,1.18,Residential,Single Family,-73.07423,41.35356
2021-09-07,2020,Burlington,47 WARREN GLEN,441070.0,750000.0,0.588,Residential,Single Family,,
2021-07-29,2020,Hartford,10 CHAPIN PL,51744.0,185000.0,0.2796,Residential,Single Family,,
2020-11-16,2020,Canaan,55 MUSIC MOUNTAIN RD,161100.0,183000.0,0.880327869,Residential,Single Family,-73.31838,41.93966
2020-10-15,2020,Branford,184 AUSTIN RYER LA,94500.0,150000.0,0.63,Residential,Condo,,
2020-10-28,2020,Killingly,150 BREAKNECK HILL RD,122920.0,140000.0,0.878,Residential,Single Family,-71.857,41.8504
2021-06-24,2020,Cheshire,770 WARD LANE,207180.0,397000.0,0.5218,Residential,Single Family,-72.92611,41.48526
2021-05-19,2020,Farmington,101 WEBSTER ST,156590.0,265000.0,0.5909,Residential,Single Family,-72.89166,41.75082
2021-02-10,2020,East Hartford,81-83 GREAT HILL RD,79070.0,145000.0,0.5453,Residential,Single Family,,
2021-03-30,2020,Colchester,84 WOODBINE RD,177400.0,320000.0,0.5543,Residential,Single Family,-72.31924,41.52358
2020-12-30,2020,Cheshire,17 COUNTRY CLUB RD,132610.0,171000.0,0.7754,Residential,Single Family,,
2021-07-28,2020,East Haven,87 TYLER ST,120130.0,295000.0,0.407220339,Residential,Single Family,,
2021-01-19,2020,Danbury,1 SPRUCE MOUNTAIN,185600.0,340000.0,0.5458,Residential,Single Family,-73.4796,41.35999
2021-03-03,2020,East Hartford,46-48 SAUNDERS ST,101830.0,239900.0,0.4244,Residential,Two Family,,
2021-07-06,2020,Beacon Falls,5 COUNTRY COURT,123970.0,299000.0,0.4146,Residential,Two Family,,
2021-08-25,2020,East Haven,47 GUILFORD CT,110650.0,229900.0,0.4812,Residential,Single Family,,
2021-04-30,2020,Glastonbury,125 SHERMAN RD,212500.0,335000.0,0.6343,Residential,Single Family,-72.60133,41.69497
2021-09-13,2020,Bristol,18 JANICE LANE,117320.0,255000.0,0.46,Residential,Single Family,-72.97516,41.68906
2021-06-23,2020,Danbury,17 AUNT HACK RD,215800.0,398000.0,0.5422,Residential,Single Family,-73.51439,41.3975
2020-10-28,2020,Coventry,184 OLD OAK TR,143500.0,251900.0,0.5696,Residential,Single Family,,
2021-09-20,2020,Manchester,101 CRESTWOOD DRIVE,117700.0,240000.0,0.4904,Residential,Single Family,-72.54494,41.77781
2021-08-12,2020,Madison,74 TAYLOR AVE,249200.0,555000.0,0.449,Residential,Single Family,,
2021-04-22,2020,Killingly,69 BROOKSIDE DR,168700.0,315000.0,0.5355,Residential,Single Family,,
2021-09-13,2020,East Haven,86 VICTOR ST,99380.0,243000.0,0.408971193,Residential,Single Family,,
2021-06-10,2020,Hebron,119 SCARBORO RD,165970.0,290000.0,0.5723,Residential,Single Family,-72.38077,41.69259
2021-03-31,2020,Canton,64 POWDER MILL ROAD,212830.0,285000.0,0.7467,Residential,Single Family,,
2021-02-11,2020,Glastonbury,160 HOMESTEAD DR,267800.0,470000.0,0.5697,Residential,Single Family,,
2020-12-11,2020,Manchester,45 GERALD DRIVE,181500.0,285000.0,0.6368,Residential,Single Family,-72.52268,41.74046
2020-12-07,2020,Essex,54 MELODY LN,172400.0,293750.0,0.5868,Residential,Single Family,,
2021-04-12,2020,Bristol,181 MERCIER AVE,108290.0,180000.0,0.6016,Residential,Single Family,-72.92941,41.69229
2021-05-10,2020,Ashford,296 FERENCE RD,65200.0,150000.0,0.4346,Residential,Single Family,-72.19218,41.93801
2021-03-02,2020,East Hartford,28 ELLSWORTH ST,110530.0,190000.0,0.5817,Residential,Single Family,,
2020-10-08,2020,Goshen,33C NORTH STREET,101850.0,160000.0,0.6365,Residential,Condo,-73.22729,41.83369
2021-08-03,2020,Madison,69 FORT PATH RD,216100.0,365000.0,0.592,Residential,Single Family,-72.61285,41.28347
2021-06-14,2020,Manchester,25 DIVISION STREET,83300.0,200000.0,0.4165,Residential,Single Family,,
2021-02-24,2020,East Lyme,468R BOSTON POST RD,305550.0,470000.0,0.6501,Residential,Single Family,-72.25605,41.35006
2020-10-23,2020,Coventry,280 ROOT RD,92600.0,80000.0,1.1575,Residential,Single Family,,
2021-06-09,2020,Manchester,191 GARTH ROAD,72100.0,75000.0,0.9613,Vacant Land,,,
2021-05-11,2020,Mansfield,51 BUNDY LA,248100.0,365000.0,0.6797,Residential,Single Family,,
